Image,ProcessingTime
Perroquet0001.jpg,3.3470802307128906
Perroquet0002.jpg,3.4708101749420166
Perroquet0003.jpg,4.1890411376953125
Perroquet0004.jpg,3.8966872692108154
Perroquet0005.jpg,3.6521010398864746
Perroquet0006.jpg,3.8471643924713135
Perroquet0007.jpg,3.4939708709716797
Perroquet0008.jpg,3.427802562713623
Perroquet0009.jpg,3.4463374614715576
Perroquet0010.jpg,3.40622615814209
Perroquet0011.jpg,3.4575695991516113
Perroquet0012.jpg,3.4024605751037598
Perroquet0013.jpg,3.390054225921631
Perroquet0014.jpg,3.5272951126098633
Perroquet0015.jpg,3.4175660610198975
Perroquet0016.jpg,3.3934402465820312
Perroquet0017.jpg,3.390306234359741
Perroquet0018.jpg,3.482638359069824
Perroquet0019.jpg,3.477461814880371
Perroquet0020.jpg,3.4275176525115967
Perroquet0021.jpg,4.083159446716309
Perroquet0022.jpg,3.7839131355285645
Perroquet0023.jpg,3.5405073165893555
Perroquet0024.jpg,3.204432725906372
Perroquet0025.jpg,3.1812212467193604
Perroquet0026.jpg,3.431091070175171
Perroquet0027.jpg,3.407644033432007
Perroquet0028.jpg,3.4879908561706543
Perroquet0029.jpg,3.7184181213378906
Perroquet0030.jpg,3.1550889015197754
Perroquet0031.jpg,3.1693155765533447
Perroquet0032.jpg,3.1915032863616943
Perroquet0033.jpg,3.207608222961426
Perroquet0034.jpg,3.1937735080718994
Perroquet0035.jpg,3.2366409301757812
Perroquet0036.jpg,3.1718077659606934
Perroquet0037.jpg,3.178499698638916
Total,127.88870739936829
